category,flow_id,src_ip,dst_ip,time_s,rtt_ms
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,59.8283,6.6423
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,59.837,12.9023
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,59.8547,7.6142
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,59.908,70.3547
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,59.9667,56.4376
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,60.013,25.7892
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.0538,9.2704
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,60.0715,45.2298
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,60.094,46.7615
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.2522,4.9919
Campus WiFi,192.168.2.194:53833->172.16.2.166:80,192.168.2.194,172.16.2.166,60.2673,6.3787
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.3864,8.0198
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,60.524,0.7235
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.549,78.1282
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.5586,9.779
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,60.5795,9.552
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.5809,10.6542
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,60.5861,0.8867
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,60.6356,70.0745
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.6475,3.8918
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.6944,12.2551
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.7593,4.2661
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,60.8056,51.6923
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.8267,10.9107
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,60.8297,1.4156
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,60.8535,39.2033
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,60.8721,8.0569
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,60.9717,293.8253
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,60.9857,7.9462
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,60.9958,43.7609
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,60.9994,0.8985
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.0846,0.7851
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,61.1181,64.3466
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,61.1201,40.7107
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.1964,1.1239
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,61.2459,1.5127
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,61.2554,25.2817
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,61.2652,1.406
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.28,1.5705
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.2894,0.8498
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,61.388,60.3797
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,61.4713,1.4055
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,61.5123,7.9652
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,61.6002,5.3365
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.632,0.6469
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,61.6726,8.5499
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,61.7491,13.7544
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,61.7855,0.9143
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,61.8108,0.6593
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,61.8305,1.6092
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,61.8535,1.4284
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,61.8544,2.8656
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,61.881,12.2985
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,61.8862,37.6037
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,61.8966,62.8784
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,61.9172,10.0711
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,61.9445,13.6435
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,61.948,0.8676
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,61.9622,0.8097
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,61.9683,1.406
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,61.9769,6.4157
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,61.9807,46.3027
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,62.0296,12.3292
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.0419,35.2697
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.044,31.6625
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,62.0687,33.1538
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.1097,35.058
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.113,2.253
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.1178,0.4531
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,62.1502,1.291
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.1897,1.4606
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.1903,1.5036
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,62.1933,1.7229
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.2046,2.7411
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.2068,5.3275
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.2098,10.3045
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.2106,0.5019
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.2316,258.4354
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.2489,1.6215
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,62.2579,1.4004
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.2659,5.7897
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,62.2759,10.0862
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,62.2796,47.0239
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,62.2874,42.4664
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.2929,15.831
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.3001,0.8909
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.3186,48.1464
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.3539,246.9753
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,62.3584,1.1799
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.3633,1.6542
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.3734,11.7314
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.4055,13.6024
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,62.4296,9.4883
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,62.489,1.5816
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,62.5317,13.727
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.5393,1.2739
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.5709,10.9286
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,62.583,0.963
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,62.6225,9.4043
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.6801,0.8202
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,62.6855,46.1141
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.6949,61.4742
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,62.743,64.9376
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,62.754,1.2192
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,62.8173,4.6732
Remote Internet,10.0.5.46:61512->172.16.5.32:80,10.0.5.46,172.16.5.32,62.8286,38.5684
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.8302,1.3973
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,62.8325,16.8254
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,62.8571,6.2011
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,62.8603,3.136
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.9013,1.6597
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,62.9267,0.8567
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.947,6.4553
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,62.9607,9.3998
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,62.9729,1.9638
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,63.0179,46.3042
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.0359,1.5309
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.0479,11.3638
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,63.0793,42.1918
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.0948,106.5078
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,63.1164,19.1782
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,63.1483,43.4575
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.1752,1.4173
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.1892,1.1018
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,63.1893,11.2309
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,63.241,34.3057
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.2584,1.7814
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.3002,0.6406
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.3334,7.5562
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.3677,1.4487
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,63.3834,8.3156
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,63.4125,1.1053
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,63.4174,10.3096
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,63.4471,4.9685
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,63.4631,5.3332
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.4685,1.304
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,63.474,11.6416
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.5052,1.9083
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,63.5152,53.4986
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.5342,1.1616
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.5647,24.8043
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.5894,2.224
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.6077,1.2488
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.6189,9.8242
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.6377,1.2194
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,63.6388,1.0662
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,63.6789,9.3928
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,63.6812,47.9581
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,63.699,9.4684
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.7022,1.3365
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.7164,1.4252
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,63.7215,1.402
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,63.8221,1.0059
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,63.8601,0.7716
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,63.8618,29.878
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,63.8643,1.186
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.8834,1.0051
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,63.8861,0.9397
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,63.902,34.9783
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,63.9182,50.1106
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,63.9927,10.5745
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.0588,9.4914
Campus WiFi,192.168.2.208:61869->172.16.1.24:8080,192.168.2.208,172.16.1.24,64.0783,10.6212
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,64.092,44.0886
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,64.1657,1.0739
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,64.2278,8.2997
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.2313,13.7109
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,64.2485,37.2
Remote Internet,10.0.5.46:61512->172.16.5.32:80,10.0.5.46,172.16.5.32,64.2603,49.4074
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,64.2666,1.4801
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,64.301,50.6689
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,64.3169,0.935
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,64.3356,0.809
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,64.3548,8.8334
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.3775,37.7737
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,64.3909,41.1874
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,64.3932,0.9187
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.4211,6.3448
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,64.4221,1.099
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.4534,13.7452
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,64.4668,0.9139
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.482,4.6997
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,64.5653,10.4117
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,64.5675,1.589
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,64.6221,1.0112
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,64.6517,0.7052
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,64.6734,0.3899
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,64.6793,1.3002
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,64.7304,1.2233
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.7598,5.8269
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,64.7828,15.3645
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,64.7903,1.5022
Campus WiFi,192.168.2.178:60455->172.16.5.40:80,192.168.2.178,172.16.5.40,64.8646,9.8501
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,64.8768,10.4523
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,64.8794,44.6012
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,64.8955,15.7078
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,64.9626,11.7722
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,64.9706,8.4547
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,64.9972,50.3033
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.0468,1.9062
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.0676,42.8897
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.1075,45.2506
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.1089,11.5844
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,65.1114,1.3386
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,65.1432,0.5322
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,65.1588,0.928
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.2237,29.9951
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.2532,246.0675
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.2891,1.4745
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,65.3137,42.5026
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.3207,9.2481
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,65.3333,0.9697
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,65.3939,45.9222
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,65.4047,1.0941
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,65.4104,91.0093
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,65.4348,0.8544
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.4589,13.8686
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.4794,231.7398
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,65.4881,3.2347
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,65.4888,1.3082
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.4909,0.7902
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,65.5136,0.6718
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,65.5191,48.4455
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.525,10.224
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.5455,1.4718
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,65.5677,0.8101
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.6588,10.2866
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.7049,1.2327
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.7372,2.1259
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,65.748,1.1393
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.8509,44.9915
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,65.929,69.2833
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,65.9296,31.2753
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,65.9508,0.837
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,65.9895,8.6402
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,66.0189,1.5463
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.0349,4.1166
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,66.0644,1.2397
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.0665,2.12
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.0697,6.0361
LAN (Wired),192.168.1.127:51799->172.16.4.20:22,192.168.1.127,172.16.4.20,66.0801,1.5006
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,66.0981,0.9492
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,66.1291,1.541
LAN (Wired),192.168.1.166:56059->172.16.5.69:8080,192.168.1.166,172.16.5.69,66.1838,1.4831
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.2209,7.9071
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,66.237,28.6419
Remote Internet,10.0.5.107:50565->172.16.1.64:443,10.0.5.107,172.16.1.64,66.2816,61.9312
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,66.289,41.2433
Campus WiFi,192.168.2.54:60647->172.16.1.147:22,192.168.2.54,172.16.1.147,66.291,7.6018
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,66.2913,45.0816
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.3225,8.0296
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,66.367,1.2746
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,66.5175,6.1463
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,66.5527,1.2929
